date,temp,humidity,wind_speed,cloud_cover,aqi
2024-01-01,8.9875,88.20833333333333,4.920833333333333,39.208333333333336,138
2024-03-01,18.350000000000005,68.04166666666667,13.433333333333332,97.75,171
2024-04-01,23.10833333333333,45.791666666666664,10.049999999999999,71.29166666666667,87
2024-05-01,25.191666666666666,28.958333333333332,14.60416666666667,0.0,174
2024-06-01,36.11666666666667,23.333333333333332,13.079166666666667,41.541666666666664,147
2024-07-01,30.691666666666666,77.25,10.05,64.95833333333333,54
2024-08-01,28.162499999999998,87.04166666666667,6.579166666666666,100.0,29
2024-09-01,29.712500000000006,79.125,5.445833333333333,31.708333333333332,50
2024-10-01,29.71666666666667,65.125,7.970833333333334,1.0416666666666667,97
2024-11-01,24.916666666666668,56.458333333333336,8.758333333333335,0.0,255
2024-12-01,18.458333333333336,64.79166666666667,5.195833333333334,0.0,141
2024-01-02,8.479166666666668,87.66666666666667,5.2875,57.25,103
2024-02-02,12.879166666666663,84.875,6.570833333333333,59.375,91
2024-03-02,19.554166666666664,71.08333333333333,15.64583333333333,61.416666666666664,79
2024-04-02,23.812499999999996,40.625,8.95,59.625,151
2024-05-02,26.766666666666666,28.291666666666668,10.512499999999998,18.833333333333332,254
2024-06-02,36.045833333333334,28.416666666666668,11.166666666666666,8.125,127
2024-07-02,31.979166666666668,71.29166666666667,10.233333333333333,97.54166666666667,41
2024-08-02,29.15416666666667,82.04166666666667,9.045833333333334,73.08333333333333,42
2024-09-02,28.504166666666666,84.04166666666667,8.487499999999999,84.83333333333333,76
2024-10-02,30.24166666666667,61.0,8.9,0.0,123
2024-11-02,24.466666666666665,58.916666666666664,5.825000000000002,0.0,222
2024-12-02,18.604166666666668,65.25,5.129166666666666,0.08333333333333333,189
2024-01-03,8.483333333333333,88.70833333333333,3.9041666666666672,52.791666666666664,138
2024-04-03,25.1375,35.25,7.695833333333332,83.70833333333333,162
2024-06-03,36.75833333333333,25.75,12.987499999999999,5.125,172
2024-08-03,29.78333333333333,77.75,14.579166666666666,30.0,44
2024-09-03,28.400000000000002,80.20833333333333,9.433333333333334,62.291666666666664,77
2024-10-03,29.320833333333336,53.958333333333336,8.629166666666668,0.041666666666666664,115
2024-12-03,19.14583333333334,61.666666666666664,7.820833333333332,0.16666666666666666,144
2024-01-04,8.841666666666667,87.79166666666667,4.816666666666667,34.708333333333336,192
2024-02-04,15.887499999999998,83.66666666666667,11.100000000000001,66.625,191
2024-05-04,31.645833333333332,24.25,7.387500000000002,39.458333333333336,181
2024-06-04,36.7375,20.0,11.983333333333333,7.791666666666667,132
2024-07-04,29.275000000000002,77.66666666666667,11.750000000000002,92.0,56
2024-08-04,30.48333333333333,73.16666666666667,13.662500000000001,39.875,46
2024-10-04,29.845833333333335,50.541666666666664,9.220833333333337,3.5,122
2024-11-04,23.266666666666666,63.375,5.5874999999999995,0.0,379
2024-12-04,18.82916666666667,54.166666666666664,10.404166666666667,0.0,159
2024-01-05,10.862500000000002,86.25,3.2125,90.16666666666667,173
2024-02-05,13.270833333333336,85.95833333333333,6.870833333333334,40.333333333333336,73
2024-04-05,26.929166666666664,29.791666666666668,9.504166666666668,56.666666666666664,118
2024-05-05,31.83333333333333,24.458333333333332,11.633333333333333,3.6666666666666665,180
2024-07-05,30.124999999999996,74.625,6.383333333333333,63.333333333333336,45
2024-08-05,30.254166666666666,71.16666666666667,19.55,35.75,53
2024-09-05,27.349999999999998,85.33333333333333,5.1416666666666675,49.125,37
2024-10-05,29.583333333333332,52.041666666666664,9.370833333333334,5.75,72
2024-11-05,23.7625,65.58333333333333,7.029166666666666,0.0,220
2024-12-05,17.087499999999995,46.625,7.69583333333333,0.0,99
2024-02-06,11.512500000000003,76.625,7.383333333333332,6.25,78
2024-03-06,14.408333333333333,56.083333333333336,7.579166666666667,13.958333333333334,84
2024-04-06,25.816666666666666,28.041666666666668,9.225,0.0,155
2024-05-06,31.862500000000008,27.208333333333332,9.424999999999999,8.458333333333334,170
2024-07-06,29.216666666666672,78.25,7.049999999999997,90.125,43
2024-08-06,29.833333333333332,73.79166666666667,12.808333333333332,59.333333333333336,49
2024-09-06,27.220833333333328,86.54166666666667,6.7124999999999995,52.75,46
2024-10-06,28.76666666666667,52.0,10.233333333333333,2.0416666666666665,79
2024-11-06,23.995833333333337,70.41666666666667,5.433333333333334,0.0,249
2024-12-06,16.504166666666666,53.333333333333336,4.891666666666667,0.0,135
2024-01-07,12.075000000000003,83.20833333333333,5.208333333333334,32.5,103
2024-02-07,11.4125,73.5,9.741666666666665,50.958333333333336,162
2024-03-07,16.858333333333338,53.708333333333336,6.649999999999999,6.041666666666667,152
2024-04-07,27.137500000000006,22.666666666666668,10.054166666666669,0.0,161
2024-05-07,33.220833333333324,25.166666666666668,7.474999999999999,3.25,194
2024-07-07,28.250000000000004,81.41666666666667,6.395833333333335,93.83333333333333,33
2024-08-07,28.299999999999994,82.5,11.020833333333334,93.54166666666667,27
2024-09-07,27.325,84.625,6.445833333333334,67.25,47
2024-10-07,27.59166666666667,60.625,6.5249999999999995,0.0,82
2024-11-07,24.129166666666663,69.625,5.512500000000002,0.0,164
2024-12-07,15.500000000000002,52.458333333333336,4.945833333333334,0.0,169
2024-01-08,10.283333333333333,89.95833333333333,6.329166666666668,43.5,104
2024-02-08,12.97916666666667,66.45833333333333,13.958333333333334,4.375,105
2024-03-08,17.04583333333333,53.291666666666664,8.195833333333331,0.0,113
2024-04-08,26.716666666666665,26.041666666666668,8.720833333333335,3.9166666666666665,98
2024-05-08,33.11666666666667,32.125,10.145833333333334,5.0,227
2024-06-08,33.17916666666667,30.458333333333332,11.200000000000001,51.125,169
2024-07-08,29.016666666666666,76.70833333333333,8.733333333333333,47.375,45
2024-08-08,28.495833333333337,81.33333333333333,7.687499999999997,64.66666666666667,38
2024-09-08,27.845833333333328,83.83333333333333,3.0625,64.25,40
2024-10-08,27.704166666666666,58.0,6.408333333333334,6.291666666666667,107
2024-11-08,24.75,68.79166666666667,6.354166666666668,0.08333333333333333,232
2024-12-08,14.766666666666666,60.958333333333336,14.095833333333333,6.208333333333333,162
2024-01-09,9.654166666666665,86.375,7.279166666666666,23.833333333333332,113
2024-02-09,12.9125,67.5,7.445833333333334,0.0,97
2024-03-09,17.10833333333333,54.166666666666664,10.783333333333331,38.833333333333336,165
2024-04-09,27.44583333333333,20.875,8.216666666666665,42.625,152
2024-05-09,32.62916666666666,35.375,13.55833333333333,3.0833333333333335,213
2024-06-09,33.875,27.916666666666668,10.299999999999999,1.4166666666666667,126
2024-07-09,29.979166666666668,75.04166666666667,5.545833333333334,22.25,49
2024-08-09,28.599999999999994,81.625,4.420833333333333,61.083333333333336,38
2024-09-09,29.099999999999998,79.375,4.433333333333334,36.541666666666664,60
2024-10-09,27.379166666666666,57.208333333333336,6.616666666666667,23.541666666666668,104
2024-11-09,24.345833333333335,68.66666666666667,6.920833333333333,0.0,247
2024-12-09,13.550000000000002,74.20833333333333,6.1375,0.16666666666666666,106
2024-01-10,8.470833333333333,83.16666666666667,7.679166666666667,15.25,160
2024-02-10,12.341666666666667,76.70833333333333,7.458333333333335,0.0,151
2024-03-10,18.474999999999998,55.375,6.762499999999999,89.08333333333333,154
2024-04-10,28.104166666666668,23.833333333333332,10.712499999999997,7.125,236
2024-05-10,32.15833333333333,36.875,13.6875,17.25,197
2024-06-10,34.24583333333333,23.416666666666668,9.633333333333335,1.5416666666666667,142
2024-07-10,31.025000000000002,74.95833333333333,4.741666666666666,47.791666666666664,79
2024-08-10,28.179166666666664,84.875,5.820833333333334,99.75,36
2024-09-10,27.825000000000003,85.91666666666667,5.624999999999999,38.958333333333336,77
2024-10-10,26.700000000000003,51.041666666666664,7.345833333333334,1.5416666666666667,99
2024-11-10,23.770833333333332,72.08333333333333,5.612500000000001,0.0,146
2024-12-10,13.537500000000001,54.583333333333336,7.875000000000001,0.0,99
2024-01-11,8.537500000000001,90.33333333333333,6.570833333333334,37.541666666666664,175
2024-02-11,13.074999999999998,75.41666666666667,7.995833333333333,0.0,164
2024-03-11,20.51666666666667,52.25,8.741666666666667,7.708333333333333,157
2024-04-11,29.325,21.5,10.879166666666668,24.333333333333332,226
2024-05-11,31.716666666666654,39.791666666666664,9.554166666666665,8.875,164
2024-06-11,35.12916666666667,22.291666666666668,8.991666666666665,1.375,101
2024-07-11,33.11666666666667,66.41666666666667,8.758333333333335,56.75,64
2024-08-11,27.39166666666667,88.20833333333333,4.5,99.91666666666667,49
2024-09-11,28.499999999999996,82.16666666666667,5.729166666666668,40.666666666666664,71
2024-10-11,25.612499999999997,51.958333333333336,6.895833333333333,0.0,98
2024-11-11,23.504166666666666,72.20833333333333,5.916666666666668,1.125,96
2024-12-11,12.929166666666667,51.166666666666664,7.1125,0.0,168
2024-01-12,8.812499999999998,87.83333333333333,7.258333333333332,62.083333333333336,189
2024-02-12,14.087499999999999,73.33333333333333,4.6000000000000005,66.5,203
2024-03-12,19.954166666666666,57.291666666666664,9.5875,0.5833333333333334,82
2024-04-12,29.575000000000003,25.833333333333332,8.558333333333335,38.25,169
2024-05-12,31.816666666666663,35.333333333333336,10.137500000000001,35.25,173
2024-06-12,36.15416666666666,20.833333333333332,12.166666666666666,0.7083333333333334,111
2024-07-12,31.208333333333332,68.66666666666667,12.3125,44.875,75
2024-08-12,27.795833333333334,87.08333333333333,4.591666666666668,90.91666666666667,45
2024-12-12,12.866666666666667,59.208333333333336,5.5874999999999995,0.0,211
2024-01-13,9.5625,87.875,5.245833333333334,57.958333333333336,187
2024-02-13,14.200000000000001,75.125,5.383333333333333,80.45833333333333,266
2024-03-13,19.229166666666668,60.75,9.487499999999999,27.041666666666668,97
2024-04-13,28.358333333333338,33.5,10.595833333333335,71.75,133
2024-05-13,32.204166666666666,26.75,8.408333333333333,6.125,219
2024-06-13,36.7875,22.875,13.591666666666667,8.791666666666666,116
2024-07-13,30.387500000000003,74.29166666666667,6.770833333333335,28.916666666666668,69
2024-08-13,28.079166666666655,86.79166666666667,5.433333333333334,92.875,38
2024-09-13,27.520833333333325,81.91666666666667,10.179166666666665,48.375,43
2024-10-13,25.854166666666668,54.958333333333336,6.449999999999999,1.1666666666666667,134
2024-11-13,22.158333333333335,64.79166666666667,3.954166666666667,0.0,277
2024-12-13,13.50416666666667,50.208333333333336,11.608333333333333,7.666666666666667,237
2024-01-14,8.708333333333334,88.375,5.770833333333333,47.458333333333336,141
2024-02-14,14.200000000000001,76.375,8.208333333333334,0.0,215
2024-03-14,19.6625,58.208333333333336,9.483333333333333,3.3333333333333335,118
2024-04-14,26.51666666666667,52.416666666666664,12.112500000000002,93.91666666666667,113
2024-05-14,31.86666666666666,26.125,9.154166666666667,1.9166666666666667,244
2024-06-14,36.412499999999994,29.208333333333332,16.858333333333334,11.333333333333334,112
2024-07-14,31.1125,69.95833333333333,6.041666666666667,11.333333333333334,63
2024-08-14,28.10416666666667,88.54166666666667,4.216666666666668,91.5,50
2024-09-14,27.691666666666663,74.16666666666667,10.016666666666667,11.458333333333334,69
2024-10-14,25.75,50.958333333333336,7.266666666666665,4.083333333333333,144
2024-11-14,22.066666666666666,64.75,5.591666666666668,0.0,257
2024-12-14,13.295833333333333,47.833333333333336,10.070833333333333,0.0,148
2024-01-15,7.916666666666668,87.66666666666667,6.062499999999997,80.04166666666667,142
2024-02-15,15.412500000000003,70.875,7.495833333333334,0.0,210
2024-03-15,18.616666666666664,49.625,11.25,0.0,100
2024-04-15,27.799999999999997,46.916666666666664,10.208333333333334,88.33333333333333,94
2024-05-15,33.09583333333334,24.291666666666668,8.704166666666667,0.5,249
2024-06-15,37.041666666666664,28.083333333333332,16.291666666666664,4.25,112
2024-07-15,31.729166666666668,69.08333333333333,9.591666666666667,12.25,83
2024-08-15,28.541666666666668,87.25,5.129166666666666,95.33333333333333,37
2024-09-15,28.004166666666674,67.5,10.954166666666666,2.7083333333333335,71
2024-10-15,26.174999999999997,47.291666666666664,7.291666666666667,0.0,130
2024-11-15,21.899999999999995,62.625,4.8,4.416666666666667,280
2024-12-15,12.8125,57.208333333333336,4.083333333333333,0.0,208
2024-01-16,8.016666666666666,89.66666666666667,5.754166666666666,55.25,205
2024-02-16,15.204166666666667,67.20833333333333,6.020833333333332,0.0,237
2024-03-16,18.34583333333333,54.916666666666664,6.25,31.541666666666668,97
2024-04-16,28.083333333333343,42.541666666666664,12.50416666666667,64.0,88
2024-05-16,33.86666666666667,22.958333333333332,8.845833333333331,0.8333333333333334,178
2024-06-16,37.787499999999994,28.041666666666668,13.879166666666665,4.791666666666667,122
2024-07-16,31.708333333333332,71.66666666666667,10.566666666666665,45.166666666666664,71
2024-08-16,28.04166666666667,86.08333333333333,9.825,100.0,37
2024-09-16,28.100000000000005,64.83333333333333,8.916666666666664,0.625,100
2024-10-16,25.883333333333336,53.375,6.379166666666666,52.25,188
2024-01-17,10.720833333333333,84.16666666666667,7.749999999999999,0.0,283
2024-02-17,15.541666666666664,67.75,7.808333333333334,6.666666666666667,177
2024-03-17,18.979166666666668,54.75,8.15,79.5,107
2024-04-17,27.72083333333333,34.208333333333336,13.69166666666667,51.541666666666664,126
2024-05-17,34.733333333333334,23.416666666666668,8.420833333333336,9.708333333333334,221
2024-06-17,38.4,26.291666666666668,14.479166666666666,6.375,106
2024-07-17,32.0375,71.83333333333333,10.020833333333337,9.125,69
2024-08-17,28.629166666666666,80.83333333333333,7.258333333333332,96.41666666666667,30
2024-09-17,28.441666666666663,66.91666666666667,5.8875,10.041666666666666,103
2024-10-17,26.562500000000004,54.208333333333336,6.7,5.333333333333333,206
2024-11-17,20.349999999999998,66.54166666666667,5.820833333333333,1.3333333333333333,365
2024-12-17,12.154166666666669,71.25,4.566666666666666,0.0,272
2024-01-18,10.141666666666667,85.875,6.129166666666667,0.041666666666666664,185
2024-02-18,18.108333333333338,64.33333333333333,11.595833333333333,62.375,202
2024-04-18,29.95833333333334,30.916666666666668,7.8791666666666655,67.54166666666667,120
2024-06-18,38.50416666666667,28.75,17.054166666666664,3.4166666666666665,158
2024-07-18,32.24166666666667,70.45833333333333,7.325,42.291666666666664,72
2024-09-18,27.504166666666663,77.375,7.479166666666668,46.083333333333336,122
2024-10-18,26.75,55.916666666666664,6.900000000000003,0.0,160
2024-11-18,19.316666666666666,62.083333333333336,4.3583333333333325,0.0,290
2024-01-19,9.7125,90.16666666666667,6.020833333333333,48.833333333333336,118
2024-03-19,21.07916666666667,52.083333333333336,8.441666666666668,4.458333333333333,116
2024-05-19,35.416666666666664,21.25,11.579166666666666,12.208333333333334,154
2024-06-19,36.587500000000006,36.833333333333336,17.1125,31.458333333333332,320
2024-09-19,26.5125,80.375,11.8125,69.125,67
2024-10-19,26.733333333333334,53.416666666666664,7.250000000000001,2.0833333333333335,232
2024-11-19,18.5125,56.291666666666664,4.183333333333335,0.0,317
2024-01-20,9.783333333333333,88.125,7.245833333333333,0.375,236
2024-02-20,18.341666666666672,63.75,7.537499999999999,0.4583333333333333,114
2024-03-20,21.33333333333333,54.791666666666664,7.516666666666667,23.958333333333332,117
2024-04-20,28.891666666666662,32.5,11.333333333333336,14.625,172
2024-05-20,35.891666666666666,20.708333333333332,12.195833333333335,14.5,241
2024-06-20,33.800000000000004,44.041666666666664,11.920833333333329,28.541666666666668,172
2024-08-20,29.375000000000004,78.08333333333333,7.645833333333335,62.125,45
2024-09-20,27.737499999999997,78.45833333333333,6.979166666666667,17.0,49
2024-10-20,26.27916666666667,59.458333333333336,6.254166666666666,0.6666666666666666,216
2024-11-20,18.425,52.708333333333336,2.8625000000000007,0.041666666666666664,288
2024-01-21,8.7375,90.20833333333333,6.5375000000000005,44.666666666666664,172
2024-02-21,16.787499999999998,57.041666666666664,7.295833333333334,2.9583333333333335,108
2024-03-21,22.27083333333334,58.083333333333336,11.112499999999999,55.0,176
2024-04-21,28.708333333333332,33.5,10.1,40.958333333333336,152
2024-05-21,35.30833333333333,21.208333333333332,7.591666666666665,5.0,219
2024-07-21,32.979166666666664,66.41666666666667,9.275,23.583333333333332,107
2024-10-21,26.245833333333337,66.95833333333333,5.983333333333333,0.75,164
2024-11-21,18.479166666666668,51.875,2.4708333333333337,0.0,244
2024-01-22,8.620833333333335,88.45833333333333,5.183333333333333,51.291666666666664,155
2024-02-22,15.445833333333331,59.5,7.825,3.2083333333333335,87
2024-03-22,24.049999999999997,56.875,12.1625,15.208333333333334,162
2024-05-22,35.78333333333334,28.125,11.558333333333335,3.3333333333333335,197
2024-06-22,32.679166666666674,54.791666666666664,6.108333333333333,32.458333333333336,80
2024-07-22,33.19583333333333,66.95833333333333,11.766666666666666,64.08333333333333,104
2024-08-22,29.799999999999997,78.75,6.4624999999999995,66.91666666666667,45
2024-09-22,29.733333333333334,72.25,4.141666666666666,7.458333333333333,87
2024-10-22,25.66666666666666,66.75,6.7124999999999995,5.75,212
2024-11-22,18.879166666666666,53.541666666666664,3.9500000000000006,0.0,331
2024-01-23,10.55,86.70833333333333,5.908333333333334,15.541666666666666,166
2024-03-23,24.391666666666666,54.0,6.916666666666667,9.333333333333334,110
2024-04-23,28.72083333333333,27.416666666666668,9.070833333333331,13.833333333333334,157
2024-05-23,36.13333333333333,33.875,13.237500000000002,6.875,186
2024-06-23,33.8625,49.083333333333336,7.708333333333335,37.625,138
2024-07-23,31.966666666666672,72.41666666666667,8.025,67.33333333333333,81
2024-08-23,28.82083333333334,81.33333333333333,4.529166666666666,52.833333333333336,34
2024-09-23,30.041666666666668,71.79166666666667,3.5416666666666665,14.75,100
2024-10-23,25.845833333333342,59.916666666666664,6.275000000000001,4.041666666666667,220
2024-11-23,19.824999999999996,51.666666666666664,7.133333333333334,2.2916666666666665,240
2024-01-24,9.299999999999999,89.875,5.899999999999999,34.625,143
2024-03-24,22.954166666666666,55.666666666666664,11.054166666666665,63.166666666666664,105
2024-04-24,28.524999999999995,30.833333333333332,11.429166666666667,0.5416666666666666,181
2024-05-24,35.983333333333334,31.833333333333332,11.391666666666666,4.458333333333333,174
2024-06-24,34.449999999999996,51.666666666666664,7.7124999999999995,55.083333333333336,132
2024-07-24,31.933333333333337,71.29166666666667,10.05,86.70833333333333,59
2024-08-24,29.40833333333333,79.83333333333333,5.591666666666669,22.666666666666668,55
2024-10-24,25.620833333333334,59.416666666666664,9.333333333333334,0.0,235
2024-11-24,20.2375,52.541666666666664,8.55,1.1666666666666667,158
2024-01-25,8.633333333333335,90.375,4.920833333333334,84.66666666666667,110
2024-02-25,15.808333333333332,50.5,9.029166666666667,29.333333333333332,162
2024-03-25,23.879166666666663,58.291666666666664,7.245833333333333,9.208333333333334,93
2024-04-25,29.950000000000006,24.666666666666668,8.670833333333333,8.625,175
2024-05-25,36.7,26.541666666666668,10.820833333333333,1.1666666666666667,199
2024-06-25,34.37499999999999,54.166666666666664,7.591666666666668,48.791666666666664,109
2024-07-25,31.104166666666668,75.70833333333333,5.229166666666666,73.29166666666667,40
2024-08-25,29.441666666666666,77.0,12.720833333333337,65.875,61
2024-09-25,30.529166666666672,71.04166666666667,8.925,12.083333333333334,146
2024-10-25,25.429166666666678,62.75,8.65,0.0,177
2024-11-25,19.083333333333332,65.04166666666667,7.545833333333334,0.0,265
2024-02-26,16.304166666666664,55.25,6.983333333333333,85.45833333333333,101
2024-03-26,25.025000000000002,52.208333333333336,7.5874999999999995,80.375,160
2024-04-26,31.0,26.5,11.016666666666667,25.166666666666668,142
2024-05-26,37.13333333333333,21.791666666666668,9.358333333333333,1.75,159
2024-06-26,32.52916666666666,65.04166666666667,10.537499999999998,85.25,90
2024-07-26,30.32083333333333,79.125,6.916666666666667,97.625,51
2024-08-26,29.308333333333323,77.33333333333333,15.370833333333337,43.25,42
2024-09-26,28.979166666666668,78.16666666666667,12.233333333333334,21.458333333333332,102
2024-10-26,25.450000000000003,66.41666666666667,6.8999999999999995,0.0,117
2024-01-27,11.833333333333334,80.54166666666667,8.4125,11.583333333333334,193
2024-02-27,16.14166666666667,59.041666666666664,9.674999999999999,55.333333333333336,84
2024-03-27,26.95833333333334,50.0,9.508333333333335,55.291666666666664,99
2024-04-27,29.808333333333334,32.166666666666664,10.987499999999999,7.958333333333333,139
2024-05-27,37.8375,18.833333333333332,8.895833333333334,0.0,182
2024-06-27,31.30833333333334,70.125,13.433333333333332,64.29166666666667,90
2024-08-27,27.725000000000005,81.95833333333333,16.645833333333332,86.29166666666667,43
2024-09-27,28.6125,74.875,8.083333333333332,5.583333333333333,70
2024-10-27,25.708333333333343,66.54166666666667,7.662499999999999,0.0,225
2024-11-27,18.400000000000002,58.208333333333336,4.000000000000001,0.0,255
2024-01-28,12.995833333333335,82.08333333333333,8.579166666666666,94.04166666666667,195
2024-02-28,15.991666666666669,63.916666666666664,9.758333333333331,0.0,122
2024-03-28,27.066666666666674,51.041666666666664,8.575000000000001,84.58333333333333,76
2024-04-28,29.099999999999998,34.708333333333336,6.508333333333333,52.791666666666664,137
2024-05-28,36.82916666666667,15.166666666666666,7.729166666666667,0.0,167
2024-06-28,30.424999999999997,74.375,9.166666666666666,43.25,63
2024-07-28,32.93750000000001,68.04166666666667,8.412500000000001,37.291666666666664,72
2024-08-28,27.179166666666664,85.66666666666667,10.954166666666667,92.29166666666667,38
2024-09-28,28.21666666666667,72.95833333333333,6.500000000000001,22.208333333333332,49
2024-10-28,26.675,64.875,9.758333333333331,1.25,245
2024-01-29,14.112500000000002,87.875,8.245833333333332,5.875,271
2024-02-29,17.1,65.41666666666667,6.904166666666666,15.625,184
2024-03-29,26.54166666666666,54.333333333333336,5.824999999999999,71.16666666666667,78
2024-04-29,27.795833333333334,37.041666666666664,10.949999999999998,23.916666666666668,135
2024-06-29,30.75,75.29166666666667,7.829166666666667,31.916666666666668,61
2024-07-29,33.15833333333333,65.75,11.266666666666667,28.333333333333332,67
2024-09-29,28.129166666666666,74.0,6.345833333333335,14.833333333333334,70
2024-10-29,27.35416666666667,62.083333333333336,8.408333333333333,0.0,162
2024-01-30,13.283333333333333,90.75,5.229166666666668,49.125,161
2024-03-30,25.8125,50.291666666666664,10.725,17.791666666666668,123
2024-04-30,27.10833333333333,34.625,9.325,0.7916666666666666,155
2024-06-30,31.945833333333336,70.83333333333333,7.358333333333334,15.25,70
2024-07-30,33.80416666666667,64.79166666666667,8.591666666666669,91.95833333333333,65
2024-08-30,28.462500000000002,83.29166666666667,7.366666666666668,60.625,64
2024-09-30,28.837500000000002,70.33333333333333,7.299999999999998,24.083333333333332,89
2024-10-30,27.183333333333334,61.458333333333336,6.529166666666666,1.5416666666666667,202
2024-11-30,17.775,67.33333333333333,5.729166666666667,1.6666666666666667,229
2024-01-31,14.179166666666665,92.875,8.983333333333333,42.458333333333336,165
2024-03-31,24.85416666666666,48.0,10.333333333333332,2.5833333333333335,105
2024-05-31,36.84583333333333,14.541666666666666,10.375000000000002,11.916666666666666,138
2024-07-31,32.079166666666666,73.75,7.645833333333335,91.70833333333333,63
2024-08-31,29.52083333333333,77.08333333333333,6.683333333333334,7.708333333333333,58
2024-10-31,25.800000000000008,60.208333333333336,8.245833333333335,0.0,253
